barcode,titck_product_code,trade_name,manufacturer,atc_code,active_substance_tr,dosage_form,strength_value,strength_unit,strength_text,package_size_text,rx_only,reimbursable,retired_at
8697927080103,219/38,AIRMOL 4 MG 84 CIGNEME TABLETI,CELTİS İLAÇ SAN. VE TİC. A.Ş.,R03DC03,montelukast,tablet,4,mg,4 MG,,true,false,2013-03-12
8697927080073,219/38,"AIRMOL 4 MG CIGNEME TABLETI, 28 ADET",CELTİS İLAÇ SAN. VE TİC. A.Ş.,R03DC03,montelukast,tablet,4,mg,4 MG,28 ADET,true,false,2013-08-27
8697927080080,219/39,"AIRMOL 5 MG CIGNEME TABLETI, 28 ADET",CELTİS İLAÇ SAN. VE TİC. A.Ş.,R03DC03,montelukast,tablet,5,mg,5 MG,28 ADET,true,false,2013-08-27
8697927080141,219/39,"AIRMOL 5 MG CIGNEME TABLETI, 56 ADET",CELTİS İLAÇ SAN. VE TİC. A.Ş.,R03DC03,montelukast,tablet,5,mg,5 MG,56 ADET,,false,
8697927080110,219/39,"AIRMOL 5 MG CIGNEME TABLETI, 84 ADET",CELTİS İLAÇ SAN. VE TİC. A.Ş.,R03DC03,montelukast,tablet,5,mg,5 MG,84 ADET,true,false,2013-08-27
8697927090249,229/64,"AIRPASS 5/10 MG FILM KAPLI TABLET, 30 ADET",CELTİS İLAÇ SAN. VE TİC. A.Ş.,R03DC53,levosetirizin dihidroklorür ve montelukast sodyum,film kaplı tablet,10,mg,10 MG,30 ADET,true,true,
8697927090256,229/64,"AIRPASS 5/10 MG FILM KAPLI TABLET, 90 ADET",CELTİS İLAÇ SAN. VE TİC. A.Ş.,R03DC53,levosetirizin dihidroklorür ve montelukast sodyum,film kaplı tablet,10,mg,10 MG,90 ADET,true,false,2016-03-22
8681094520340,,AIRPLUS 25/125 MCG INHALASYON ICIN OLCULU DOZLU AEROSOL 120 DOZ,TAKEDA İLAÇ SAĞLIK SAN. TİC. LTD. ŞTİ.,R03AK06,salmeterol and other drugs for obstructive airway diseases,aerosol,125,mcg,125 MCG,,true,false,2018-02-20
8697927527035,2023/187,"SULPRİA 25 MCG/250 MCG AEROSOL İNHALASYONU, SÜSPANSİYON, 120 DOZ",CELTİS İLAÇ SAN. VE TİC. A.Ş.,R03AK06,salmeterol and other drugs for obstructive airway diseases,süspansiyon,25,mcg,25 MCG,120 DOZ,,false,
8697927527011,2023/219,"SULPRİA 25/50 MCG AEROSOL İNHALASYONU, SÜSPANSİYON, 120 DOZ",CELTİS İLAÇ SAN. VE TİC. A.Ş.,R03AK06,"salmaterol, flutikazon",süspansiyon,50,mcg,50 MCG,120 DOZ,,false,
8697927557049,2023/188,SULPRİA DİSCAİR 50 MCG/100 MCG İNHALASYON TOZU,CELTİS İLAÇ SAN. VE TİC. A.Ş.,R03AK06,salmeterol and fluticasone,toz,50,mcg,50 MCG,,,false,
8682758550017,2020/215,AIRPLUS 50/250 MCG DISCAIR INHALASYON ICIN TOZ,ACİNO TURKEY İLAÇ A.Ş.,R03AK06,salmeterol and other drugs for obstructive airway diseases,toz,250,mcg,250 MCG,,true,true,
8682758550024,2020/217,AIRPLUS 50/500 MCG DISCAIR INHALASYON ICIN TOZ,ACİNO TURKEY İLAÇ A.Ş.,R03AK06,salmeterol and other drugs for obstructive airway diseases,toz,500,mcg,500 MCG,,true,true,
8697927550873,243/62,"AIRSONID 200 MCH İNHALASYON İÇİN TOZ İÇEREN BLİSTER, 60 DOZ",CELTİS İLAÇ SAN. VE TİC. A.Ş.,R03BA08,siklesonid,toz,,,,60 DOZ,,false,
8697927550880,243/63,"AIRSONID 400 MCH İNHALASYON İÇİN TOZ İÇEREN BLİSTER, 60 DOZ",CELTİS İLAÇ SAN. VE TİC. A.Ş.,R03BA08,siklesonid,toz,,,,60 DOZ,,false,
8680760150294,2016/838,"AIRTIDE 100 MCG/50 MCG INHALASYON IÇIN TOZ IÇEREN KAPSÜL,60 ADET",HUMANİS SAĞLIK A.Ş.,R03AK06,"flutikazon propiyonat, salmeterol ksinafoat",kapsül,100,mcg,100 MCG,60 ADET,true,true,
8680760150287,2016/844,"AIRTIDE 250 MCG/50 MCG INHALASYON IÇIN TOZ IÇEREN KAPSÜL,60 ADET",HUMANİS SAĞLIK A.Ş.,R03AK06,"flutikazon propiyonat, salmeterol ksinafoat",kapsül,250,mcg,250 MCG,60 ADET,true,true,
8680760150270,2016/840,"AIRTIDE 500 MCG/50 MCG INHALASYON IÇIN TOZ IÇEREN KAPSÜL,60 ADET",HUMANİS SAĞLIK A.Ş.,R03AK06,"flutikazon propiyonat, salmeterol ksinafoat",kapsül,500,mcg,500 MCG,60 ADET,true,true,
8697932550851,249/75,AIRTIO 18 MCG INHALASYON ICIN TOZ ICEREN BLISTER 60 DOZ,NEUTEC İNHALER İLAÇ SAN. VE TİC. A.Ş.,R03BB04,tiotropium bromide,toz,18,mcg,18 MCG,,true,false,2013-04-30
8699278340035,2017/319,"AKELA % 2 JEL, 30 GRAM",AKUR SAĞLIK ÜRÜNLERİ ÜRETİM DAĞITIM VE PAZARLAMA TİC.A.Ş.,D10AF02,eritromisin,jel,2,%,%2,30 GRAM,true,true,2024-10-08
8699278340042,2017/319,"AKELA FORTE % 4 JEL, 30 GRAM",AKUR SAĞLIK ÜRÜNLERİ ÜRETİM DAĞITIM VE PAZARLAMA TİC.A.Ş.,D10AF02,eritromisin,jel,4,%,%4,30 GRAM,true,true,
8699708011559,232/54,"AKINETON 2 MG TABLET, 100 ADET",ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ ÜRETİM VE TİC. A.Ş.,N04AA02,biperiden hcl,tablet,2,mg,2 MG,100 ADET,true,true,
8699708011528,232/54,"AKINETON 2 MG TABLET, 20 ADET",ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ ÜRETİM VE TİC. A.Ş.,N04AA02,biperiden hcl,tablet,2,mg,2 MG,20 ADET,,false,
8699708011566,232/54,"AKINETON 2 MG TABLET, 200 ADET",ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ ÜRETİM VE TİC. A.Ş.,N04AA02,biperiden hcl,tablet,2,mg,2 MG,200 ADET,,false,
8699708011542,232/54,"AKINETON 2 MG TABLET, 50 ADET",ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ ÜRETİM VE TİC. A.Ş.,N04AA02,biperiden hcl,tablet,2,mg,2 MG,50 ADET,,false,
8699708751547,232/53,"AKINETON 5 MG/ML IM/IV ENJEKSIYON ICIN ÇÖZELTİ ICEREN AMPUL, 10 ADET",ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ ÜRETİM VE TİC. A.Ş.,N04AA02,biperiden,çözelti,5,mg/ml,5 MG/ML,10 ADET,,false,
8699708751530,232/53,"AKINETON 5 MG/ML IM/IV ENJEKSIYON ICIN ÇÖZELTİ ICEREN AMPUL, 5 ADET",ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ ÜRETİM VE TİC. A.Ş.,N04AA02,biperiden,çözelti,5,mg/ml,5 MG/ML,5 ADET,true,true,
8699516355616,156/83,"AKLOVIR %5 KREM, 10 G",SANDOZ İLAÇ SAN. VE TİC. A.Ş.,D06BB03,aciclovir,krem,5,%,%5,10 G,true,true,
8681428350933,156/83,"AKLOVIR %5 KREM, 2 G",SANDOZ İLAÇ SAN. VE TİC. A.Ş.,D06BB03,aciclovir,krem,5,%,%5,2 G,,false,
8699516015602,156/51,"AKLOVIR 200 MG TABLET, 25 ADET",SANDOZ İLAÇ SAN. VE TİC. A.Ş.,J05AB01,aciclovir,tablet,200,mg,200 MG,25 ADET,true,true,
8699516705626,168/90,"AKLOVIR 200 MG/5 ML SUSPANSIYON, 100 ML",SANDOZ İLAÇ SAN. VE TİC. A.Ş.,J05AB01,aciclovir,süspansiyon,200,mg/5ml,200 MG/5 ML,100 ML,true,true,
8699516015633,190/68,"AKLOVIR 800 MG TABLET, 20 ADET",SANDOZ İLAÇ SAN. VE TİC. A.Ş.,J05AB01,aciclovir,tablet,800,mg,800 MG,20 ADET,true,true,
8681428011926,190/68,"AKLOVIR 800 MG TABLET, 35 ADET",SANDOZ İLAÇ SAN. VE TİC. A.Ş.,J05AB01,aciclovir,tablet,800,mg,800 MG,35 ADET,,false,
8680150350112,2025/3,"AKNEFLOKS %1 KREM, 30 G",BERAT BERAN İLAÇ SAN. VE TİC. LTD. ŞTİ.,D10AF05,nadifloksasin,krem,1,%,%1,30 G,true,false,
8699559190038,2015/569,"AKNETRENT 10 MG YUMUSAK JELATIN KAPSUL, 30 ADET",RECORDATİ İLAÇ SAN. VE TİC. A.Ş.,D10BA01,isotretinoin,kapsül,10,mg,10 MG,30 ADET,true,true,
8699559190045,2015/573,"AKNETRENT 20 MG YUMUSAK JELATIN KAPSUL, 30 ADET",RECORDATİ İLAÇ SAN. VE TİC. A.Ş.,D10BA01,isotretinoin,kapsül,20,mg,20 MG,30 ADET,true,true,
8699570650023,125/3,"AKNEVIT SOLÜSYON, 120 ML",HÜSNÜ ARSAN İLAÇLARI A.Ş.,D10AD01,retinoik asit,solüsyon,120,ml,120 ML,120 ML,,false,
8699570650016,125/3,"AKNEVIT SOLÜSYON, 60 ML",HÜSNÜ ARSAN İLAÇLARI A.Ş.,D10AD01,retinoik asit,solüsyon,60,ml,60 ML,60 ML,,false,
8699708340031,108/9,"AKNILOX % 2 JEL, 30 G",ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ ÜRETİM VE TİC. A.Ş.,D10AF02,eritromisin,jel,2,%,%2,30 G,true,false,2019-11-26
8699708340055,108/9,"AKNILOX % 2 JEL, 60 G",ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ ÜRETİM VE TİC. A.Ş.,D10AF02,eritromisin,jel,2,%,%2,60 G,,false,
8699708340048,108/10,"AKNILOX % 4 JEL, 30 G",ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ ÜRETİM VE TİC. A.Ş.,D10AF02,eritromisin,jel,4,%,%4,30 G,true,false,2020-03-17
8699708340062,108/10,"AKNILOX % 4 JEL, 60 G",ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ ÜRETİM VE TİC. A.Ş.,D10AF02,eritromisin,jel,4,%,%4,60 G,,false,
8699540091009,185/1,"AKSEF 250 MG FILM KAPLI TABLET, 10 ADET",NOBEL İLAÇ SAN. VE TİC. A.Ş.,J01DC02,sefuroksim aksetil,film kaplı tablet,250,mg,250 MG,10 ADET,true,false,2013-04-30
8699540091047,185/1,"AKSEF 250 MG FILM KAPLI TABLET, 14 ADET",NOBEL İLAÇ SAN. VE TİC. A.Ş.,J01DC02,sefuroksim aksetil,film kaplı tablet,250,mg,250 MG,14 ADET,true,false,2013-04-30
8699540091016,185/1,"AKSEF 250 MG FILM KAPLI TABLET, 20 ADET",NOBEL İLAÇ SAN. VE TİC. A.Ş.,J01DC02,sefuroksim aksetil,film kaplı tablet,250,mg,250 MG,20 ADET,true,false,2013-08-27
8699540270534,223/91,"AKSEF 250 MG IM ENJEKTABL TOZ İÇEREN FLAKON, 1 ADET",NOBEL İLAÇ SAN. VE TİC. A.Ş.,J01DC02,sefuroksim sodyum,toz,250,mg,250 MG,1 ADET,,false,
8699540091023,196/82,"AKSEF 500 MG FILM TABLET, 10 ADET",NOBEL İLAÇ SAN. VE TİC. A.Ş.,J01DC02,sefuroksim aksetil,film tablet,500,mg,500 MG,10 ADET,true,true,
8699540091054,196/82,"AKSEF 500 MG FILM TABLET, 14 ADET",NOBEL İLAÇ SAN. VE TİC. A.Ş.,J01DC02,sefuroksim aksetil,film tablet,500,mg,500 MG,14 ADET,true,true,
8699540091030,196/82,"AKSEF 500 MG FILM TABLET, 20 ADET",NOBEL İLAÇ SAN. VE TİC. A.Ş.,J01DC02,sefuroksim aksetil,film tablet,500,mg,500 MG,20 ADET,true,true,
8699540270541,224/61,"AKSEF 750 MG IM ENJ. TOZ ICEREN FLAKON, 1 ADET",NOBEL İLAÇ SAN. VE TİC. A.Ş.,J01DC02,sefuroksim aksetil,toz,750,mg,750 MG,1 ADET,true,true,
8699540270527,201/38,"AKSEF 1500 MG IM/IV ENJEKTABL TOZ İÇEREN FLAKON, 1 ADET",NOBEL İLAÇ SAN. VE TİC. A.Ş.,J01DC02,sefuroksim aksetil,toz,1500,mg,1500 MG,1 ADET,true,false,2013-07-30
8699540270503,201/23,"AKSEF 250 MG IM/IV ENJEKSİYONLUK TOZ, 1 ADET",NOBEL İLAÇ SAN. VE TİC. A.Ş.,J01DC02,sefuroksim aksetil,enjeksiyonluk toz,250,mg,250 MG,1 ADET,true,false,2013-08-27
8699540270510,200/8,"AKSEF 750 MG IM/IV ENJEKSİYONLUK TOZ, 1 ADET",NOBEL İLAÇ SAN. VE TİC. A.Ş.,J01DC02,sefuroksim aksetil,enjeksiyonluk toz,750,mg,750 MG,1 ADET,true,true,
8680199095029,2017/837,"AKTAZİD 25 MG/25 MG FİLM KAPLI TABLET, 100 ADET",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,C03EA01,spironolakton+hidroklorotiyazit,film kaplı tablet,25,mg,25 MG,100 ADET,,false,
8680199093452,2017/837,"AKTAZİD 25 MG/25 MG FİLM KAPLI TABLET, 20 ADET",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,C03EA01,spironolakton+hidroklorotiyazit,film kaplı tablet,25,mg,25 MG,20 ADET,,false,
8680199094855,2017/837,"AKTAZİD 25 MG/25 MG FİLM KAPLI TABLET, 30 ADET",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,C03EA01,spironolakton+hidroklorotiyazit,film kaplı tablet,25,mg,25 MG,30 ADET,true,true,2026-03-10
8680199095012,2017/837,"AKTAZİD 25 MG/25 MG FİLM KAPLI TABLET, 50 ADET",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,C03EA01,spironolakton+hidroklorotiyazit,film kaplı tablet,25,mg,25 MG,50 ADET,,false,
8680199095043,2017/623,"AKTAZİD 50 MG/50 MG FİLM KAPLI TABLET, 100 ADET",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,C03EA01,spironolakton+hidroklorotiyazit,film kaplı tablet,50,mg,50 MG,100 ADET,,false,
8680199094862,2017/623,"AKTAZİD 50 MG/50 MG FİLM KAPLI TABLET, 20 ADET",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,C03EA01,spironolakton+hidroklorotiyazit,film kaplı tablet,50,mg,50 MG,20 ADET,,false,
8680199094879,2017/623,"AKTAZİD 50 MG/50 MG FİLM KAPLI TABLET, 30 ADET",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,C03EA01,spironolakton+hidroklorotiyazit,film kaplı tablet,50,mg,50 MG,30 ADET,true,true,2026-03-10
8680199095036,2017/623,"AKTAZİD 50 MG/50 MG FİLM KAPLI TABLET, 50 ADET",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,C03EA01,spironolakton+hidroklorotiyazit,film kaplı tablet,50,mg,50 MG,50 ADET,,false,
8699541150040,107/56,"AKTIBOL 1000 MCG KAPSUL, 1000 ADET",GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,B03BA04,cobamamide,kapsül,1000,mcg,1000 MCG,1000 ADET,,false,2024-08-08
8699541150026,107/56,"AKTIBOL 1000 MCG KAPSUL, 24 ADET",GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,B03BA04,cobamamide,kapsül,1000,mcg,1000 MCG,24 ADET,,false,2024-08-08
8699541150019,107/56,"AKTIBOL 1000 MCG KAPSUL, 50 ADET",GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,B03BA04,cobamamide,kapsül,1000,mcg,1000 MCG,50 ADET,true,false,2015-09-29
8699541150033,107/56,"AKTIBOL 1000 MCG KAPSUL, 500 ADET",GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,B03BA04,cobamamide,kapsül,1000,mcg,1000 MCG,500 ADET,,false,2024-08-08
8699541790031,112/74,"AKTİBOL 1000 MCG LİYOFİLİZE ENJEKSİYONLUK TOZ, 100 ADET",GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,B03BA04,cobamamide,enjeksiyonluk toz,1000,mcg,1000 MCG,100 ADET,,false,2024-08-08
8699541790017,112/74,"AKTİBOL 1000 MCG LİYOFİLİZE ENJEKSİYONLUK TOZ, 5 ADET",GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,B03BA04,cobamamide,enjeksiyonluk toz,1000,mcg,1000 MCG,5 ADET,true,false,2018-02-20
8699541790024,112/74,"AKTİBOL 1000 MCG LİYOFİLİZE ENJEKSİYONLUK TOZ, 50 ADET",GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,B03BA04,cobamamide,enjeksiyonluk toz,1000,mcg,1000 MCG,50 ADET,,false,2024-08-08
8699578570019,206/44,"ALARIN 1 MG/1ML SURUP, 100 ML",BİOFARMA İLAÇ SAN. VE TİC. A.Ş.,R06AX13,loratadine,şurup,1,mg,1 MG,100 ML,true,false,2015-02-03
8699578010034,162/100,"ALARIN 10 MG TABLET, 20 ADET",BİOFARMA İLAÇ SAN. VE TİC. A.Ş.,R06AX13,loratadine,tablet,10,mg,10 MG,20 ADET,true,false,2015-02-03
8680881094064,231/86,"ALATAB 600 MG FİLM TABLET, 30 ADET",NEUTEC İLAÇ SAN. TİC. A.Ş,A16AX01,alfa lipoik asit,film tablet,600,mg,600 MG,30 ADET,true,true,
8681085010157,2018/165,"ALBACORT % 1+% 0.1 KREM, 15 G",KENTFARMA İLAÇ A.Ş.,D01AC20,izokonazol nitrat/diflukortolon valerat,krem,1,%,%1,15 G,true,true,
8681085010058,2016/136,"ALBAREN %1 JEL ,50 G",KENTFARMA İLAÇ A.Ş.,M02AA15,diklofenak dietilamonyum,jel,1,%,%1,50 G,true,true,2025-06-10
8682109319805,2019/220,"ALBİOMİN %20 100 ML IV İNFİZYONLUK ÇÖZELTİ, 1 ADET",MAXICELLS İLAÇ SAN. A.Ş.,B05AA01,albumin,çözelti,20,%,%20,1 ADET,true,true,2025-03-11
8682109319812,2019/221,"ALBİOMİN %20 50 ML IV İNFİZYONLUK ÇÖZELTİ, 1 ADET",MAXICELLS İLAÇ SAN. A.Ş.,B05AA01,albumin,çözelti,20,%,%20,1 ADET,,false,
8680760091320,2014/740,"ENFEXOL 500 MG FİLM KAPLI TABLET, 10 ADET",HUMANİS SAĞLIK A.Ş.,P01AB03,ornidazol,film kaplı tablet,500,mg,500 MG,10 ADET,true,true,2026-03-10
8681735980052,2016/288,"ALBUMAN 200 MG/ML 100 ML IV INFUZYON ICIN COZELTI ICEREN FLAKON, 1 ADET",CENTURİON İLAÇ SAN. VE TİC. A.Ş.,B05AA01,albumin,çözelti,200,mg/ml,200 MG/ML,1 ADET,true,true,
8681735980045,2016/286,"ALBUMAN 200 MG/ML 50 ML IV INFUZYON ICIN COZELTI ICEREN FLAKON, 1 ADET",CENTURİON İLAÇ SAN. VE TİC. A.Ş.,B05AA01,albumin,çözelti,200,mg/ml,200 MG/ML,1 ADET,true,true,
8680741521181,2015/24,"BRECUR 2.5MG/2.5ML NEBÜLIZASYON IÇIN INHALASYON ÇÖZELTISI, 20 ADET",NEUTEC İNHALER İLAÇ SAN. VE TİC. A.Ş.,R03AC02,salbutamol sülfat,,2.5,mg,2.5 MG,20 ADET,true,true,
8699760611360,2018/400,"ALCAINE % 0.5 GÖZ DAMLASI, ÇÖZELTİ, 15 ML",ALCON LABORATUVARLARI TİC. A.Ş.,S01HA04,proparakain hidroklorür,çözelti,0.5,%,%0.5,15 ML,,true,
8680008091006,228/24,"ALCEBA 10 MG FILM TABLET, 20 ADET",HELBA İLAÇ İÇ VE DIŞ SAN. TİC. A.Ş.,N06DX01,memantin hcl,film tablet,10,mg,10 MG,20 ADET,true,false,2018-02-20
8680008090009,228/24,"ALCEBA 10 MG FILM TABLET, 30 ADET",HELBA İLAÇ İÇ VE DIŞ SAN. TİC. A.Ş.,N06DX01,memantin hcl,film tablet,10,mg,10 MG,30 ADET,true,false,
8680008090023,228/24,"ALCEBA 10 MG FILM TABLET, 50 ADET",HELBA İLAÇ İÇ VE DIŞ SAN. TİC. A.Ş.,N06DX01,memantin hcl,film tablet,10,mg,10 MG,50 ADET,,false,
8680008090016,228/24,"ALCEBA 10 MG FİLM TABLET, 100 ADET",HELBA İLAÇ İÇ VE DIŞ SAN. TİC. A.Ş.,N06DX01,memantin hcl,film tablet,10,mg,10 MG,100 ADET,true,false,2020-10-06
8680008590011,236/23,ALCEBA ORAL DAMLA,HELBA İLAÇ İÇ VE DIŞ SAN. TİC. LTD. ŞTİ.,N06DX01,memantin hcl,oral damla,,,,,true,false,2013-08-27
8699543010168,164/88,"ALDACTAZİDE 50 MG/50 MG TABLET, 30 ADET",ALİ RAİF İLAÇ SAN. A.Ş.,C03EA01,spirinolakton / hidroklorotiyazid,tablet,50,mg,50 MG,30 ADET,true,true,
8699543010014,134/20,"ALDACTAZİDE 25 MG/25 MG TABLET, 30 ADET",ALİ RAİF İLAÇ SAN. A.Ş.,C03EA01,spirinolakton / hidroklorotiyazid,tablet,25,mg,25 MG,30 ADET,true,true,
8699543010038,125/29,"ALDACTONE 100 MG TABLET, 16 ADET",ALİ RAİF İLAÇ SAN. A.Ş.,C03DA01,Spironolakton,tablet,100,mg,100 MG,16 ADET,true,true,
8699543011165,125/29,"ALDACTONE 100 MG TABLET, 50 ADET",ALİ RAİF İLAÇ SAN. A.Ş.,C03DA01,Spironolakton,tablet,100,mg,100 MG,50 ADET,,false,
8699543010021,75/7,"ALDACTONE-A 25 MG TABLET, 20 ADET",ALİ RAİF İLAÇ SAN. A.Ş.,C03DA01,Spironolakton,tablet,25,mg,25 MG,20 ADET,true,true,
8698856350091,129/23,"ALDARA %5 KREM, 12 SAŞE",VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,D06BB10,imikimod,krem,5,%,%5,12 SAŞE,true,true,
8698856350435,129/23,"ALDARA %5 KREM, 6 SAŞE",VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,D06BB10,imikimod,krem,5,%,%5,6 SAŞE,,false,
8698856350633,129/23,"ALDARA %5 KREM, 24 SAŞE",VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,D06BB10,imikimod,krem,5,%,%5,24 SAŞE,,false,
8699809779150,123/17,"ALDURAZYME 100 U/ML IV INFUZYON ICIN KONSANTRE COZELTI, 1 ADET",SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,A16AB05,laronidaz,çözelti,,,,1 ADET,true,true,
8699680090252,244/4,"ALECAST 10 MG FILM KAPLI TABLET, 28 ADET",İLKO İLAÇ SAN.VE TİC. A.Ş.,R03DC03,montelukast sodyum,film kaplı tablet,10,mg,10 MG,28 ADET,true,true,
8699680090269,244/4,"ALECAST 10 MG FILM KAPLI TABLET, 84 ADET",İLKO İLAÇ SAN.VE TİC. A.Ş.,R03DC03,montelukast sodyum,film kaplı tablet,10,mg,10 MG,84 ADET,true,false,2021-10-26
8699680080024,244/65,"ALECAST 4 MG ÇIĞNEME TABLETI, 28 ADET",İLKO İLAÇ SAN.VE TİC. A.Ş.,R03DC03,montelukast sodyum,tablet,4,mg,4 MG,28 ADET,true,true,
8699680080017,244/66,"ALECAST 5 MG ÇIĞNEME TABLETI, 28 ADET",İLKO İLAÇ SAN.VE TİC. A.Ş.,R03DC03,montelukast sodyum,tablet,5,mg,5 MG,28 ADET,true,true,
8699505153407,2017/681,"ALECENSA 150 MG SERT KAPSÜL, 224 ADET",ROCHE MÜSTAHZARLARI SAN.A.Ş.,L01ED03,alectinib hidroklorür,kapsül,150,mg,150 MG,224 ADET,true,true,
8697927021953,241/26,"ALEFORT 70 MG/2800 IU EFERVESAN TABLET, 12 ADET",CELTİS İLAÇ SAN. VE TİC. A.Ş.,M05BB03,alendronat sodyum trihidrat ve vitamin d3,efervesan tablet,70,mg,70 MG,12 ADET,,false,
8697927021946,241/26,"ALEFORT 70 MG/2800 IU EFERVESAN TABLET, 4 ADET",CELTİS İLAÇ SAN. VE TİC. A.Ş.,M05BB03,alendronat sodyum trihidrat ve vitamin d3,efervesan tablet,70,mg,70 MG,4 ADET,,false,
8697929020930,235/34,"ALEMOL 70 MG EFERVESAN TABLET, 12 ADET",CELTİS İLAÇ SAN. VE TİC. A.Ş.,M05BA04,alendronat sodyum trihidrat,efervesan tablet,70,mg,70 MG,12 ADET,,false,
8697929020923,235/34,"ALEMOL 70 MG EFERVESAN TABLET, 4 ADET",CELTİS İLAÇ SAN. VE TİC. A.Ş.,M05BA04,alendronat sodyum trihidrat,efervesan tablet,70,mg,70 MG,4 ADET,,false,
8699591650286,255/67,"ALERFIN 2 MG/5 ML ORAL ÇÖZELTI, 1 ŞIŞE",BERKO İLAÇ VE KİMYA SAN. A.Ş.,R06AB04,klorfeniramin maleat,,2,mg/5ml,2 MG/5 ML,1 ŞIŞE,true,true,
8699680650012,2015/303,"ALERİNİT 0.5 MG/ML ORAL ÇÖZELTİ, 200 ML",İLKO İLAÇ SAN.VE TİC. A.Ş.,R06AB04,levosetirizin dihidroklorür,oral çözelti,0.5,mg/ml,0.5 MG/ML,200 ML,,false,
8699680090054,237/38,"ALERINIT 5 MG FILM KAPLI TABLET, 20 ADET",İLKO İLAÇ SAN.VE TİC. A.Ş.,R06AE09,levosetirizin dihidroklorür,film kaplı tablet,5,mg,5 MG,20 ADET,true,true,
8680199097368,2015/581,"ALERTEC 120 MG FILM TABLET, 20 ADET",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,R06AX26,fexofenadin,film tablet,120,mg,120 MG,20 ADET,true,false,2024-06-11
8680199097375,2015/668,"ALERTEC 180 MG FILM TABLET, 20 ADET",WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,R06AX26,fexofenadin,film tablet,180,mg,180 MG,20 ADET,true,false,2024-06-11
8699546098248,219/98,"ALEVE 220 MG FILM KAPLI TABLET, 20 ADET",BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,M01AE02,naproksen sodyum,film kaplı tablet,220,mg,220 MG,20 ADET,true,true,
8699205770096,128/49,"ALEXAN 100 MG/5 ML IV/SC INTRATEKAL ENJEKSİYON/İNFÜZYON İÇİN ÇÖZELTİ İÇEREN FLAKON, 10 ADET",SANDOZ İLAÇ SAN. VE TİC. A.Ş.,L01BC01,sitarabin,çözelti,100,mg/5ml,100 MG/5 ML,10 ADET,true,false,2017-05-02
8699205770102,128/50,"ALEXAN 1000 MG/20 ML IV/SC INTRATEKAL ENJEKSİYON/İNFÜZYON İÇİN ÇÖZELTİ İÇEREN FLAKON, 1 ADET",SANDOZ İLAÇ SAN. VE TİC. A.Ş.,L01BC01,sitarabin,çözelti,1000,mg,1000 MG,1 ADET,true,true,2024-10-08
8699508090310,125/23,"ALFAMET 250 MG FİLM KAPLI TABLET, 30 ADET",MENARİNİ SAĞLIK VE İLAÇ SAN. TİC. A.Ş.,C02AB01,methyldopa (levorotatory),film kaplı tablet,250,mg,250 MG,30 ADET,true,true,
8698978270147,232/52,"ALFASID 1 G IM/IV ENJEKSIYON ICIN TOZ ICEREN FLAKON, 1 ADET",YAVUZ İLAÇ ECZA DEPOSU MEDİKAL ÜRÜNLER SAN.VE TİC. A.Ş.,J01CR01,"ampicillin, sulbaktam",enjeksiyon,1,g,1 G,1 ADET,true,true,2024-05-14
8698978270130,229/20,"ALFASID 1 GR IM ENJ. ICIN TOZ ICEREN FLAKON, 1 ADET",YAVUZ İLAÇ ECZA DEPOSU MEDİKAL ÜRÜNLER SAN.VE TİC. A.Ş.,J01CR01,"ampicillin, sulbaktam",toz,,,,1 ADET,true,true,2024-09-10
